Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1B,Keston Hiura (22904042),Keston Hiura,22904042,1B,3400,MIL@CHC 06/01/2022 08:05PM ET,MIL,6.58
1B,Bobby Dalbec (22904041),Bobby Dalbec,22904041,1B,3400,CIN@BOS 06/01/2022 07:10PM ET,BOS,4.07
1B,Colin Moran (22904064),Colin Moran,22904064,1B,3100,CIN@BOS 06/01/2022 07:10PM ET,CIN,5.09
1B,Ryan Mountcastle (22904084),Ryan Mountcastle,22904084,1B,3000,SEA@BAL 06/01/2022 07:05PM ET,BAL,7.13
1B,Nathaniel Lowe (22904091),Nathaniel Lowe,22904091,1B,2900,TB@TEX 06/01/2022 08:05PM ET,TEX,5.91
1B,Miguel Cabrera (22904115),Miguel Cabrera,22904115,1B,2600,MIN@DET 06/01/2022 07:10PM ET,DET,6
1B,Spencer Torkelson (22904128),Spencer Torkelson,22904128,1B,2500,MIN@DET 06/01/2022 07:10PM ET,DET,4.86
1B,Yoshi Tsutsugo (22904134),Yoshi Tsutsugo,22904134,1B,2500,PIT@LAD 06/01/2022 08:10PM ET,PIT,4.63
1B,Alfonso Rivas (22904177),Alfonso Rivas,22904177,1B,2200,MIL@CHC 06/01/2022 08:05PM ET,CHC,4.44
1B,Mike Ford (22904193),Mike Ford,22904193,1B,2100,SEA@BAL 06/01/2022 07:05PM ET,SEA,3.43
1B,Bryce Ball (22904327),Bryce Ball,22904327,1B,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
1B,Jon Singleton (22904354),Jon Singleton,22904354,1B,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
1B,Tyler White (22904493),Tyler White,22904493,1B,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
1B,Evan White (22904227),Evan White,22904227,1B,2000,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
1B,Greg Bird (22904445),Greg Bird,22904445,1B,2000,CWS@TOR 06/01/2022 07:07PM ET,TOR,0
1B,Travis Shaw (22904223),Travis Shaw,22904223,1B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
1B,Roberto Ramos (22904365),Roberto Ramos,22904365,1B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
1B,Triston Casas (22904535),Triston Casas,22904535,1B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
1B,Brendan McKay (22904252),Brendan McKay,22904252,1B,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
1B,Jonathan Aranda (22904432),Jonathan Aranda,22904432,1B,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
1B,Ronald Guzman (22904550),Ronald Guzman,22904550,1B,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
1B,Matt Thaiss (22904551),Matt Thaiss,22904551,1B,2000,LAA@NYY 06/01/2022 07:05PM ET,LAA,0
1B,Miguel Sano (22904236),Miguel Sano,22904236,1B,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,3.24
1B,Aaron Sabato (22904484),Aaron Sabato,22904484,1B,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
1B,Curtis Terry (22904568),Curtis Terry,22904568,1B,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
1B/2B,Luis Arraez (22903932),Luis Arraez,22903932,1B/2B,4900,MIN@DET 06/01/2022 07:10PM ET,MIN,7.02
1B/2B,Michael Chavis (22904021),Michael Chavis,22904021,1B/2B,3500,PIT@LAD 06/01/2022 08:10PM ET,PIT,5.82
1B/2B,Matt Duffy (22904142),Matt Duffy,22904142,1B/2B,2500,LAA@NYY 06/01/2022 07:05PM ET,LAA,3.71
1B/2B,Josh VanMeter (22904146),Josh VanMeter,22904146,1B/2B,2400,PIT@LAD 06/01/2022 08:10PM ET,PIT,4.62
1B/3B,Yandy Diaz (22903959),Yandy Diaz,22903959,1B/3B,4500,TB@TEX 06/01/2022 08:05PM ET,TB,5.95
1B/3B,Harold Castro (22904067),Harold Castro,22904067,1B/3B,3100,MIN@DET 06/01/2022 07:10PM ET,DET,5.86
1B/3B,Tyler Nevin (22904079),Tyler Nevin,22904079,1B/3B,3000,SEA@BAL 06/01/2022 07:05PM ET,BAL,5.21
1B/3B,Matt Carpenter (22904113),Matt Carpenter,22904113,1B/3B,2700,LAA@NYY 06/01/2022 07:05PM ET,NYY,8
1B/3B,Andy Ibanez (22904138),Andy Ibanez,22904138,1B/3B,2500,TB@TEX 06/01/2022 08:05PM ET,TEX,4.43
1B/3B,Jose Miranda (22904126),Jose Miranda,22904126,1B/3B,2500,MIN@DET 06/01/2022 07:10PM ET,MIN,4.65
1B/3B,Joshua Fuentes (22904552),Joshua Fuentes,22904552,1B/3B,2000,CWS@TOR 06/01/2022 07:07PM ET,TOR,0
1B/3B,Dustin Harris (22904539),Dustin Harris,22904539,1B/3B,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
1B/C,Jacob Nottingham (22904547),Jacob Nottingham,22904547,C/1B,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,0
1B/OF,Shohei Ohtani (22903909),Shohei Ohtani,22903909,1B/OF,5700,LAA@NYY 06/01/2022 07:05PM ET,LAA,3.58
1B/OF,Trey Mancini (22903974),Trey Mancini,22903974,1B/OF,4100,SEA@BAL 06/01/2022 07:05PM ET,BAL,6.78
1B/OF,Franchy Cordero (22904065),Franchy Cordero,22904065,1B/OF,3100,CIN@BOS 06/01/2022 07:10PM ET,BOS,6.04
1B/OF,Gavin Sheets (22904082),Gavin Sheets,22904082,1B/OF,3000,CWS@TOR 06/01/2022 07:07PM ET,CWS,4.65
1B/OF,Cavan Biggio (22904183),Cavan Biggio,22904183,1B/OF,2200,CWS@TOR 06/01/2022 07:07PM ET,TOR,2.61
1B/OF,Alex Kirilloff (22904232),Alex Kirilloff,22904232,1B/OF,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,2.22
1B/OF,Mason Martin (22904352),Mason Martin,22904352,1B/OF,2000,PIT@LAD 06/01/2022 08:10PM ET,PIT,0
2B,Trevor Story (22903914),Trevor Story,22903914,2B,5500,CIN@BOS 06/01/2022 07:10PM ET,BOS,8.96
2B,Brandon Lowe (22903939),Brandon Lowe,22903939,2B,4800,TB@TEX 06/01/2022 08:05PM ET,TB,7.13
2B,Jorge Polanco (22903951),Jorge Polanco,22903951,2B,4700,MIN@DET 06/01/2022 07:10PM ET,MIN,7
2B,Gleyber Torres (22903957),Gleyber Torres,22903957,2B,4500,LAA@NYY 06/01/2022 07:05PM ET,NYY,6.56
2B,Marcus Semien (22903980),Marcus Semien,22903980,2B,4100,TB@TEX 06/01/2022 08:05PM ET,TEX,6.02
2B,Jonathan India (22903994),Jonathan India,22903994,2B,4000,CIN@BOS 06/01/2022 07:10PM ET,CIN,5.54
2B,Kolten Wong (22904005),Kolten Wong,22904005,2B,3900,MIL@CHC 06/01/2022 08:05PM ET,MIL,6.78
2B,Jonathan Villar (22904012),Jonathan Villar,22904012,2B,3700,MIL@CHC 06/01/2022 08:05PM ET,CHC,5.94
2B,Santiago Espinal (22904023),Santiago Espinal,22904023,2B,3500,CWS@TOR 06/01/2022 07:07PM ET,TOR,5.77
2B,Jonathan Schoop (22904034),Jonathan Schoop,22904034,2B,3400,MIN@DET 06/01/2022 07:10PM ET,DET,5.15
2B,Forrest Wall (22904255),Forrest Wall,22904255,2B,3200,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
2B,Rougned Odor (22904092),Rougned Odor,22904092,2B,2900,SEA@BAL 06/01/2022 07:05PM ET,BAL,5.54
2B,Luis Rengifo (22904087),Luis Rengifo,22904087,2B,2900,LAA@NYY 06/01/2022 07:05PM ET,LAA,6.42
2B,Andy Burns (22904259),Andy Burns,22904259,2B,2700,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
2B,Mark Mathias (22904150),Mark Mathias,22904150,2B,2400,MIL@CHC 06/01/2022 08:05PM ET,MIL,2.5
2B,David Bote (22904162),David Bote,22904162,2B,2300,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
2B,Nick Madrigal (22904173),Nick Madrigal,22904173,2B,2200,MIL@CHC 06/01/2022 08:05PM ET,CHC,3.74
2B,Alejo Lopez (22904198),Alejo Lopez,22904198,2B,2100,CIN@BOS 06/01/2022 07:10PM ET,CIN,2.76
2B,Tyler Black (22904369),Tyler Black,22904369,2B,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
2B,Felix Valerio (22904490),Felix Valerio,22904490,2B,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
2B,Esteban Quiroz (22904494),Esteban Quiroz,22904494,2B,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
2B,Chase Strumpf (22904521),Chase Strumpf,22904521,2B,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
2B,Trent Giambrone (22904567),Trent Giambrone,22904567,2B,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
2B,Connor Norby (22904435),Connor Norby,22904435,2B,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,0
2B,Terrin Vavra (22904442),Terrin Vavra,22904442,2B,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,0
2B,Jahmai Jones (22904571),Jahmai Jones,22904571,2B,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,0
2B,Otto Lopez (22904377),Otto Lopez,22904377,2B,2000,CWS@TOR 06/01/2022 07:07PM ET,TOR,0
2B,Jose Rodriguez (22904512),Jose Rodriguez,22904512,2B,2000,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
2B,Nick Yorke (22904322),Nick Yorke,22904322,2B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
2B,Ezequiel Duran (22904220),Ezequiel Duran,22904220,2B,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
2B,Ford Proctor (22904333),Ford Proctor,22904333,2B,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
2B,Xavier Edwards (22904356),Xavier Edwards,22904356,2B,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
2B,Cooper Kinney (22904530),Cooper Kinney,22904530,2B,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
2B,Luis Carpio (22904364),Luis Carpio,22904364,2B,2000,MIN@DET 06/01/2022 07:10PM ET,DET,0
2B,Jorbit Vivas (22904338),Jorbit Vivas,22904338,2B,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
2B,Nick Gonzales (22904407),Nick Gonzales,22904407,2B,2000,PIT@LAD 06/01/2022 08:10PM ET,PIT,0
2B,Devin Mann (22904416),Devin Mann,22904416,2B,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
2B,Michael Busch (22904480),Michael Busch,22904480,2B,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
2B/3B,Brandon Drury (22903917),Brandon Drury,22903917,2B/3B,5400,CIN@BOS 06/01/2022 07:10PM ET,CIN,7.7
2B/3B,Max Muncy (22903925),Max Muncy,22903925,2B/3B,5100,PIT@LAD 06/01/2022 08:10PM ET,LAD,5.71
2B/3B,DJ LeMahieu (22903949),DJ LeMahieu,22903949,2B/3B,4600,LAA@NYY 06/01/2022 07:05PM ET,NYY,6.81
2B/3B,Abraham Toro (22904002),Abraham Toro,22904002,2B/3B,3800,SEA@BAL 06/01/2022 07:05PM ET,SEA,5.16
2B/3B,Yu Chang (22904069),Yu Chang,22904069,2B/3B,3100,PIT@LAD 06/01/2022 08:10PM ET,PIT,0
2B/3B,Hanser Alberto (22904077),Hanser Alberto,22904077,2B/3B,3000,PIT@LAD 06/01/2022 08:10PM ET,LAD,2.96
2B/3B,Josh Harrison (22904120),Josh Harrison,22904120,2B/3B,2600,CWS@TOR 06/01/2022 07:07PM ET,CWS,3.65
2B/3B,Eddy Alvarez (22904262),Eddy Alvarez,22904262,2B/3B,2600,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
2B/3B,Pablo Reyes (22904264),Pablo Reyes,22904264,2B/3B,2500,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
2B/3B,Donovan Solano (22904135),Donovan Solano,22904135,2B/3B,2500,CIN@BOS 06/01/2022 07:10PM ET,CIN,0
2B/3B,Jose Peraza (22904275),Jose Peraza,22904275,2B/3B,2400,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
2B/3B,Starlin Aguilar (22904302),Starlin Aguilar,22904302,2B/3B,2000,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
2B/3B,Bryan Ramos (22904522),Bryan Ramos,22904522,2B/3B,2000,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
2B/3B,Yolmer Sanchez (22904309),Yolmer Sanchez,22904309,2B/3B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
2B/3B,Curtis Mead (22904307),Curtis Mead,22904307,2B/3B,2000,TB@TEX 06/01/2022 08:05PM ET,TB,0
2B/3B,Nick Tanielu (22904357),Nick Tanielu,22904357,2B/3B,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
2B/3B,David Freitas (22904402),David Freitas,22904402,2B/3B,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
2B/3B,Ty Kelly (22904469),Ty Kelly,22904469,2B/3B,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
2B/OF,Gavin Lux (22903977),Gavin Lux,22903977,2B/OF,4200,PIT@LAD 06/01/2022 08:10PM ET,LAD,6.07
2B/OF,Adam Frazier (22903982),Adam Frazier,22903982,2B/OF,4100,SEA@BAL 06/01/2022 07:05PM ET,SEA,6.58
2B/OF,Christopher Morel (22904016),Christopher Morel,22904016,2B/OF,3600,MIL@CHC 06/01/2022 08:05PM ET,CHC,10.07
2B/OF,Zach McKinstry (22904024),Zach McKinstry,22904024,2B/OF,3500,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
2B/OF,Vidal Brujan (22904071),Vidal Brujan,22904071,2B/OF,3100,TB@TEX 06/01/2022 08:05PM ET,TB,2.74
2B/OF,Max Schrock (22904110),Max Schrock,22904110,2B/OF,2700,CIN@BOS 06/01/2022 07:10PM ET,CIN,0
2B/OF,Shed Long Jr. (22904269),Shed Long Jr.,22904269,2B/OF,2500,SEA@BAL 06/01/2022 07:05PM ET,BAL,0
2B/OF,Cole Tucker (22904159),Cole Tucker,22904159,2B/OF,2300,PIT@LAD 06/01/2022 08:10PM ET,PIT,3.06
2B/OF,Sam Haggerty (22904185),Sam Haggerty,22904185,2B/OF,2200,SEA@BAL 06/01/2022 07:05PM ET,SEA,0.8
2B/OF,Tucupita Marcano (22904180),Tucupita Marcano,22904180,2B/OF,2200,PIT@LAD 06/01/2022 08:10PM ET,PIT,9.33
2B/OF,Jack Mayfield (22904203),Jack Mayfield,22904203,2B/OF,2100,LAA@NYY 06/01/2022 07:05PM ET,LAA,4.6
2B/OF,Jack Lopez (22904284),Jack Lopez,22904284,2B/OF,2100,MIN@DET 06/01/2022 07:10PM ET,DET,0
2B/OF,Samad Taylor (22904446),Samad Taylor,22904446,2B/OF,2000,CWS@TOR 06/01/2022 07:07PM ET,TOR,0
2B/OF,Tyler McDonough (22904537),Tyler McDonough,22904537,2B/OF,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
2B/OF,Trevor Hauver (22904491),Trevor Hauver,22904491,2B/OF,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
2B/OF,Alerick Soularie (22904465),Alerick Soularie,22904465,2B/OF,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
2B/SS,Danny Mendick (22904046),Danny Mendick,22904046,2B/SS,3300,CWS@TOR 06/01/2022 07:07PM ET,CWS,5.23
2B/SS,David Fletcher (22904053),David Fletcher,22904053,2B/SS,3200,LAA@NYY 06/01/2022 07:05PM ET,LAA,2.93
2B/SS,Taylor Walls (22904088),Taylor Walls,22904088,2B/SS,2900,TB@TEX 06/01/2022 08:05PM ET,TB,3.88
2B/SS,Diego Castillo (22904093),Diego Castillo,22904093,2B/SS,2900,PIT@LAD 06/01/2022 08:10PM ET,PIT,4.37
2B/SS,Leury Garcia (22904106),Leury Garcia,22904106,2B/SS,2700,CWS@TOR 06/01/2022 07:07PM ET,CWS,3.97
2B/SS,Matt Reynolds (22904123),Matt Reynolds,22904123,2B/SS,2600,CIN@BOS 06/01/2022 07:10PM ET,CIN,5.07
2B/SS,Andrelton Simmons (22904229),Andrelton Simmons,22904229,2B/SS,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,4.2
2B/SS,Dixon Machado (22904517),Dixon Machado,22904517,2B/SS,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
2B/SS,Chris Owings (22904211),Chris Owings,22904211,2B/SS,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,2.32
2B/SS,Lenyn Sosa (22904335),Lenyn Sosa,22904335,2B/SS,2000,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
2B/SS,Eric Stamets (22904399),Eric Stamets,22904399,2B/SS,2000,CWS@TOR 06/01/2022 07:07PM ET,TOR,0
2B/SS,Jonathan Arauz (22904224),Jonathan Arauz,22904224,2B/SS,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0.8
2B/SS,Oswaldo Cabrera (22904215),Oswaldo Cabrera,22904215,2B/SS,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
2B/SS,Adrian Placencia (22904453),Adrian Placencia,22904453,2B/SS,2000,LAA@NYY 06/01/2022 07:05PM ET,LAA,0
2B/SS,Tzu-Wei Lin (22904472),Tzu-Wei Lin,22904472,2B/SS,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
2B/SS,Ji-Hwan Bae (22904467),Ji-Hwan Bae,22904467,2B/SS,2000,PIT@LAD 06/01/2022 08:10PM ET,PIT,0
2B/SS,Omar Estevez (22904531),Omar Estevez,22904531,2B/SS,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
3B,Justin Turner (22903922),Justin Turner,22903922,3B,5200,PIT@LAD 06/01/2022 08:10PM ET,LAD,6.78
3B,Josh Donaldson (22903930),Josh Donaldson,22903930,3B,5000,LAA@NYY 06/01/2022 07:05PM ET,NYY,6.81
3B,Patrick Wisdom (22903940),Patrick Wisdom,22903940,3B,4800,MIL@CHC 06/01/2022 08:05PM ET,CHC,7.94
3B,Ke'Bryan Hayes (22903945),Ke'Bryan Hayes,22903945,3B,4700,PIT@LAD 06/01/2022 08:10PM ET,PIT,7.34
3B,Anthony Rendon (22903955),Anthony Rendon,22903955,3B,4500,LAA@NYY 06/01/2022 07:05PM ET,LAA,7.1
3B,Mike Moustakas (22903963),Mike Moustakas,22903963,3B,4300,CIN@BOS 06/01/2022 07:10PM ET,CIN,5.74
3B,Eugenio Suarez (22903962),Eugenio Suarez,22903962,3B,4200,SEA@BAL 06/01/2022 07:05PM ET,SEA,7.35
3B,Yoan Moncada (22903981),Yoan Moncada,22903981,3B,4100,CWS@TOR 06/01/2022 07:07PM ET,CWS,4.13
3B,Edwin Rios (22903988),Edwin Rios,22903988,3B,4000,PIT@LAD 06/01/2022 08:10PM ET,LAD,7.36
3B,Isaac Paredes (22903995),Isaac Paredes,22903995,3B,3900,TB@TEX 06/01/2022 08:05PM ET,TB,5.24
3B,Matt Chapman (22904011),Matt Chapman,22904011,3B,3700,CWS@TOR 06/01/2022 07:07PM ET,TOR,5.69
3B,Gio Urshela (22904008),Gio Urshela,22904008,3B,3700,MIN@DET 06/01/2022 07:10PM ET,MIN,6.16
3B,Jake Burger (22904018),Jake Burger,22904018,3B,3600,CWS@TOR 06/01/2022 07:07PM ET,CWS,5.63
3B,Ramon Urias (22904030),Ramon Urias,22904030,3B,3500,SEA@BAL 06/01/2022 07:05PM ET,BAL,5.63
3B,Mike Brosseau (22904058),Mike Brosseau,22904058,3B,3200,MIL@CHC 06/01/2022 08:05PM ET,MIL,4.3
3B,Jeimer Candelario (22904096),Jeimer Candelario,22904096,3B,2800,MIN@DET 06/01/2022 07:10PM ET,DET,5.23
3B,Eric Campbell (22904261),Eric Campbell,22904261,3B,2600,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
3B,Taylor Motter (22904179),Taylor Motter,22904179,3B,2200,CIN@BOS 06/01/2022 07:10PM ET,CIN,1.5
3B,Charlie Culberson (22904170),Charlie Culberson,22904170,3B,2200,TB@TEX 06/01/2022 08:05PM ET,TEX,3.08
3B,Jace Peterson (22904192),Jace Peterson,22904192,3B,2100,MIL@CHC 06/01/2022 08:05PM ET,MIL,5.5
3B,Kelvin Gutierrez (22904201),Kelvin Gutierrez,22904201,3B,2100,SEA@BAL 06/01/2022 07:05PM ET,BAL,3.36
3B,Lucas Erceg (22904368),Lucas Erceg,22904368,3B,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
3B,Rylan Bannon (22904245),Rylan Bannon,22904245,3B,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,2
3B,Milkar Perez (22904287),Milkar Perez,22904287,3B,2000,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
3B,Coby Mayo (22904306),Coby Mayo,22904306,3B,2000,SEA@BAL 06/01/2022 07:05PM ET,BAL,0
3B,Joe Rizzo (22904515),Joe Rizzo,22904515,3B,2000,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
3B,Ryder Jones (22904366),Ryder Jones,22904366,3B,2000,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
3B,Wes Kath (22904417),Wes Kath,22904417,3B,2000,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
3B,Miguel Hiraldo (22904476),Miguel Hiraldo,22904476,3B,2000,CWS@TOR 06/01/2022 07:07PM ET,TOR,0
3B,Nick Northcut (22904339),Nick Northcut,22904339,3B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
3B,Hudson Potts (22904374),Hudson Potts,22904374,3B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
3B,Brandon Howlett (22904449),Brandon Howlett,22904449,3B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
3B,Alex Binelas (22904452),Alex Binelas,22904452,3B,2000,CIN@BOS 06/01/2022 07:10PM ET,BOS,0
3B,Josh Smith (22904249),Josh Smith,22904249,3B,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,11
3B,Jonathan Ornelas (22904299),Jonathan Ornelas,22904299,3B,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
3B,Davis Wendzel (22904361),Davis Wendzel,22904361,3B,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
3B,Ryan Dorow (22904563),Ryan Dorow,22904563,3B,2000,TB@TEX 06/01/2022 08:05PM ET,TEX,0
3B,Jake Gatewood (22904347),Jake Gatewood,22904347,3B,2000,LAA@NYY 06/01/2022 07:05PM ET,LAA,0
3B,Brendon Davis (22904499),Brendon Davis,22904499,3B,2000,LAA@NYY 06/01/2022 07:05PM ET,LAA,0
3B,Kody Clemens (22904218),Kody Clemens,22904218,3B,2000,MIN@DET 06/01/2022 07:10PM ET,DET,2
3B,Andrew Bechtold (22904438),Andrew Bechtold,22904438,3B,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
3B,Colt Keith (22904507),Colt Keith,22904507,3B,2000,MIN@DET 06/01/2022 07:10PM ET,DET,0
3B,Miguel Vargas (22904487),Miguel Vargas,22904487,3B,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
3B/C,Zavier Warren (22904294),Zavier Warren,22904294,C/3B,2000,MIL@CHC 06/01/2022 08:05PM ET,MIL,0
3B/OF,Brad Miller (22904028),Brad Miller,22904028,3B/OF,3500,TB@TEX 06/01/2022 08:05PM ET,TEX,5.63
3B/OF,Tyler Wade (22904102),Tyler Wade,22904102,3B/OF,2800,LAA@NYY 06/01/2022 07:05PM ET,LAA,4
3B/OF,Hoy Park (22904129),Hoy Park,22904129,3B/OF,2500,PIT@LAD 06/01/2022 08:10PM ET,PIT,3.5
3B/OF,Kean Wong (22904278),Kean Wong,22904278,3B/OF,2300,LAA@NYY 06/01/2022 07:05PM ET,LAA,0
3B/OF,Romy Gonzalez (22904556),Romy Gonzalez,22904556,3B/OF,2000,CWS@TOR 06/01/2022 07:07PM ET,CWS,0
3B/OF,Marwin Gonzalez (22904237),Marwin Gonzalez,22904237,3B/OF,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,2.88
3B/OF,Phillip Evans (22904559),Phillip Evans,22904559,3B/OF,2000,LAA@NYY 06/01/2022 07:05PM ET,NYY,0
3B/OF,Jake Lamb (22904565),Jake Lamb,22904565,3B/OF,2000,PIT@LAD 06/01/2022 08:10PM ET,LAD,0
3B/SS,Jermaine Palacios (22905127),Jermaine Palacios,22905127,3B/SS,2500,MIN@DET 06/01/2022 07:10PM ET,MIN,3.5
3B/SS,Daniel Robertson (22904282),Daniel Robertson,22904282,3B/SS,2100,MIN@DET 06/01/2022 07:10PM ET,MIN,0
3B/SS,Robel Garcia (22904572),Robel Garcia,22904572,3B/SS,2000,MIL@CHC 06/01/2022 08:05PM ET,CHC,0
3B/SS,Elly De La Cruz (22904290),Elly De La Cruz,22904290,3B/SS,2000,CIN@BOS 06/01/2022 07:10PM ET,CIN,0
3B/SS,Izaac Pacheco (22904288),Izaac Pacheco,22904288,3B/SS,2000,MIN@DET 06/01/2022 07:10PM ET,DET,0
3B/SS,Gage Workman (22904380),Gage Workman,22904380,3B/SS,2000,MIN@DET 06/01/2022 07:10PM ET,DET,0
3B/SS,Elliot Soto (22904509),Elliot Soto,22904509,3B/SS,2000,MIN@DET 06/01/2022 07:10PM ET,MIN,0
C,Will Smith (22903919),Will Smith,22903919,C,5300,PIT@LAD 06/01/2022 08:10PM ET,LAD,6.97
C,Willson Contreras (22903936),Willson Contreras,22903936,C,4900,MIL@CHC 06/01/2022 08:05PM ET,CHC,8.66
C,Gary Sanchez (22903944),Gary Sanchez,22903944,C,4800,MIN@DET 06/01/2022 07:10PM ET,MIN,7.26
C,Tyler Stephenson (22903942),Tyler Stephenson,22903942,C,4700,CIN@BOS 06/01/2022 07:10PM ET,CIN,7.17
C,Francisco Mejia (22903965),Francisco Mejia,22903965,C,4500,TB@TEX 06/01/2022 08:05PM ET,TB,4.05
C,Austin Barnes (22903964),Austin Barnes,22903964,C,4400,PIT@LAD 06/01/2022 08:10PM ET,LAD,6.2
C,Adley Rutschman (22903969),Adley Rutschman,22903969,C,4300,SEA@BAL 06/01/2022 07:05PM ET,BAL,4.6
C,Mike Zunino (22903987),Mike Zunino,22903987,C,4100,TB@TEX 06/01/2022 08:05PM ET,TB,4.09
C,Mitch Garver (22903992),Mitch Garver,22903992,C,4000,TB@TEX 06/01/2022 08:05PM ET,TEX,7
C,Chance Sisco (22904253),Chance Sisco,22904253,C,3900,SEA@BAL 06/01/2022 07:05PM ET,SEA,0
C,Christian Vazquez (22904004),Christian Vazquez,22904004,C,3800,CIN@BOS 06/01/2022 07:10PM ET,BOS,5.89
C,Max Stassi (22904006),Max Stassi,22904006,C,3800,LAA@NYY 06/01/2022 07:05PM ET,LAA,6.68
C,Yasmani Grandal (22904001),Yasmani Grandal,22904001,C,3700,CWS@TOR 06/01/2022 07:07PM ET,CWS,4.02
C,Danny Jansen (22903997),Danny Jansen,22903997,C,3600,CWS@TOR 06/01/2022 07:07PM ET,TOR,8.13
C,Alejandro Kirk (22904015),Alejandro Kirk,22904015,C,3500,CWS@TOR 06/01/2022 07:07PM ET,TOR,5.79
C,Jonah Heim (22904019),Jonah Heim,22904019,C,3500,TB@TEX 06/01/2022 08:05PM ET,TEX,6.97
C,Yan Gomes (22904039),Yan Gomes,22904039,C,3400,MIL@CHC 06/01/2022 08:05PM ET,CHC,4.61
